"Name" "price" "lon" "lat"
"1311" "77 McNair RdWilliamsville, NY" "$189,900" -78.7274998 42.988112
"1312" "2615 Clinton StWest Seneca, NY" "$96,203" -78.780164 42.869557
"1313" "71 Parkledge DrAmherst, NY" "$75,071" NA NA
"1314" "146 Ivyhurst RdAmherst, NY" "$165,000" -78.80035 42.968538
"1315" "11 Stevenson BlvdAmherst, NY" "$149,000" -78.813279 42.965012
"1316" "10 Miami PkwyCheektowaga, NY" "$52,781" -78.764795 42.92021
"1317" "54 Yvette DrCheektowaga, NY" "$144,292" -78.745806 42.866175
"1318" "400 Windermere BlvdAmherst, NY" "$129,900" -78.8195417 42.9681505
"1319" "155 Franklin StLackawanna, NY" "$67,900" -78.8298472 42.8214868
"1320" "449 Borden RdWest Seneca, NY" "$67,685" -78.70851 42.867092
"1321" "14 Plymouth PlWilliamsville, NY" "$119,875" -78.7555397 42.9594519
"1322" "946 Colvin BlvdKenmore, Kenmore, NY" "$163,000" -78.8586573 42.9668207
"1323" "439 McConkey DrTonawanda, NY" "$129,900" -78.8564711 42.9901059
"1324" "4330 Connection DrWilliamsville, NY" "$184,900" NA NA
"1325" "518 Windermere BlvdAmherst, NY" "$51,115" -78.8194582 42.9714105
"1326" "1340 Maple Rd #8Amherst, NY" "$99,900" NA NA
"1327" "8300 Vernon CirWilliamsville, NY" "$116,359" -78.685513 42.968369
"1328" "259 Halstead AveSloan, NY" "$59,900" -78.793644 42.897608
"1329" "75 Seton RdCheektowaga, NY" "$94,900" -78.780678 42.935949
"1330" "46 Lynette LnAmherst, NY" "$169,900" NA NA
"1331" "4 Elm CtSnyder, NY" "$164,900" NA NA
"1332" "311 Pine Ridge RdCheektowaga, NY" "$115,000" NA NA
"1333" "54 Creekside DrCheektowaga, NY" "$149,500" -78.7837764 42.8733785
"1334" "309 Stillwell AveKenmore, Kenmore, NY" "$86,977" NA NA
"1335" "842 Robin RdAmherst, NY" "Contact For Estimate" -78.769803 43.022261
"1336" "118 Southcrest AveCheektowaga, NY" "$89,900" -78.749519 42.923605
"1337" "64 Koster RowAmherst, NY" "$529,000" NA NA
"1338" "140 Parkledge DrAmherst, NY" "$189,967" NA NA
"1339" "32 S Parrish CtAmherst, NY" "$259,307" -78.765403 43.03537
"1340" "8540 Nottingham TerWilliamsville, NY" "$142,000" -78.674224 42.9644059
"1341" "863 Wehrle DrWilliamsville, NY" "$219,999" -78.750503 42.949345
"1342" "66 Bramble RdWilliamsville, NY" "$279,900" NA NA
"1343" "610 Youngs Rd #BAmherst, NY" "$136,900" NA NA
"1344" "224 E Hazeltine AveKenmore, Kenmore, NY" "$144,900" -78.861028 42.959586
"1345" "58 Raymond AveCheektowaga, NY" "$119,900" NA NA
"1346" "35 Winkler RdCheektowaga, NY" "$40,573" NA NA
"1347" "173 Wardman RdKenmore, Kenmore, NY" "$62,612" NA NA
"1348" "124 Sundown TrlWilliamsville, NY" "$161,000" -78.7531272 42.9979965
"1349" "355 Brompton RdAmherst, NY" "$315,000" NA NA
"1350" "18 Treehaven RdWest Seneca, NY" "$184,000" NA NA
"1351" "1150 Orchard Park RdWest Seneca, NY" "$44,135" -78.768727 42.818237
"1352" "1693 Electric AveLackawanna, NY" "$44,900" NA NA
"1353" "2 Burdette DrCheektowaga, NY" "$117,500" -78.760752 42.940103
"1354" "321 N Forest RdWilliamsville, NY" "$285,000" NA NA
"1355" "70 Coventry RdKenmore, NY" "$84,131" NA NA
"1356" "27 Vera AveCheektowaga, NY" "$63,938" NA NA
"1357" "219 North AveWest Seneca, NY" "$55,419" -78.753233 42.857982
"1358" "8475 Ericson DrWilliamsville, NY" "$185,000" -78.6779318 42.9691487
"1359" "136 Denrose Dr #3Amherst, NY" "$89,900" -78.820064 43.016588
"1360" "17 Georgian Ln #3Amherst, NY" "$109,900" -78.75855 42.99441
"1361" "17 Georgian Ln #3Amherst, NY" "$109,900" NA NA
"1362" "1370 Maple Rd #3Amherst, NY" "$130,000" -78.7368704 42.9914453
"1363" "111 Nantucket Dr ECheektowaga, NY" "$134,900" NA NA
"1364" "473 Springville AveAmherst, NY" "$129,900" NA NA
"1365" "125 Lemoine AveCheektowaga, NY" "$132,900" NA NA
"1366" "102 Mount Vernon RdAmherst, NY" "$625,000" -78.786843 42.960702
"1367" "174 Nokomis PkwyCheektowaga, NY" "$99,900" -78.7591939 42.918874
"1368" "633 Cottonwood DrWilliamsville, NY" "$243,900" -78.7619 43.005142
"1369" "89 Woodgate DrCheektowaga, NY" "$127,500" -78.722416 42.875146
"1370" "96 Kelsey DrWest Seneca, NY" "$120,000" NA NA
"1371" "12 Sandra DrLackawanna, NY" "$79,900" NA NA
"1372" "164 N French RdAmherst, NY" "$169,900" -78.818394 43.034763
"1373" "26 Garden CtAmherst, NY" "$164,900" -78.8113213 42.962307
"1374" "4965 Seneca StWest Seneca, NY" "$129,900" NA NA
"1375" "1363 Cleveland DrCheektowaga, NY" "$98,500" -78.749825 42.943047
"1376" "2533 Genesee StCheektowaga, NY" "$89,900" -78.7887159 42.920795
"1377" "33 Hennepin RdAmherst, NY" "$112,434" -78.820843 43.0294979
"1378" "105 Columbia PkwyWest Seneca, NY" "$139,900" -78.795241 42.848462
"1379" "61 Fernald AveLackawanna, NY" "$75,000" NA NA
"1380" "207 Crown Royal DrWilliamsville, NY" "$259,000" -78.7116309 42.99246
"1381" "72 Fowler AveKenmore NW, Kenmore, NY" "$130,000" -78.8816024 42.9714831
"1382" "54 Somersby CtWilliamsville, NY" "$209,900" -78.7717944 42.9744007
"1383" "53 Lucille DrCheektowaga, NY" "$109,900" NA NA
"1384" "479 Lakewood PkwyAmherst, NY" "$115,000" -78.774304 42.970964
"1385" "65 Gardenvale DrCheektowaga, NY" "$115,000" -78.772487 42.936704
"1386" "46 Lille LnCheektowaga, NY" "$170,000" NA NA
"1387" "204 French Lea RdWest Seneca, NY" "$174,900" -78.73382 42.862309
"1388" "42 Leroy RdCheektowaga, NY" "$47,000" NA NA
"1389" "335 S Cayuga Rd #BAmherst, NY" "$129,999" NA NA
"1390" "16 Wichita RdWest Seneca, NY" "$149,900" -78.796544 42.84461
"1391" "180 Saint Felix AveCheektowaga, NY" "$120,000" NA NA
"1392" "408 Frankhauser RdWilliamsville, NY" "$189,900" NA NA
"1393" "301 Doncaster RdDeerhurst Park, Kenmore, NY" "$319,000" -78.8622525 42.9700872
"1394" "4450 Union RdCheektowaga, NY" "$109,900" NA NA
"1395" "73 Washington HwyAmherst, NY" "$234,900" NA NA
"1396" "82 Lynnette CtCheektowaga, NY" "$159,900" NA NA
"1397" "3593 Wabash AveBlasdell, NY" "$125,000" NA NA
"1398" "73 Dorrance AveLackawanna, NY" "$65,000" -78.82106 42.831771
"1399" "337 Shetland DrWilliamsville, NY" "$209,900" NA NA
"1400" "55 Maplewood AveWest Seneca, NY" "$92,000" -78.745582 42.857483
"1401" "155 Angelacrest LnWest Seneca, NY" "$137,000" NA NA
"1402" "6 Mayberry Dr WCheektowaga, NY" "$134,900" -78.740643 42.868581
"1403" "73 Wheaton DrCheektowaga, NY" "$79,900" -78.770087 42.921016
"1404" "156 Hamilton BlvdKenmore, Kenmore, NY" "$119,900" -78.876715 42.9682559
"1405" "4407 Overlook DrAmherst, NY" "$385,000" -78.663344 42.967193
"1406" "5429 Village Station CirWilliamsville, NY" "$215,000" -78.69291 42.9954139
"1407" "630 Youngs Rd #FAmherst, NY" "$129,900" -78.725681 42.9790459
"1408" "482 Maynard DrAmherst, NY" "$134,800" NA NA
"1409" "1454 Harlem RdCheektowaga, NY" "$71,900" -78.784975 42.88276
"1410" "73 Bradwood RdWest Seneca, NY" "$159,900" NA NA
"1411" "1190 Maryvale DrCheektowaga, NY" "$99,941" -78.7445586 42.933408
"1412" "183 Lorfield DrAmherst, NY" "$175,000" -78.7719427 42.9545909
"1413" "22 Mayberry Dr WCheektowaga, NY" "$112,500" -78.740622 42.869157
"1414" "4593 Chestnut Ridge Rd #10Amherst, NY" "$119,900" -78.80905 43.003992
"1415" "81 Modern AveLackawanna, NY" "$69,900" NA NA
"1416" "684 Main StWest Seneca, NY" "$165,000" -78.7499838 42.8341668
"1417" "177 Noel DrAmherst, NY" "$224,900" -78.7557269 42.9861689
"1418" "382 Collins AveWest Seneca, NY" "$89,900" NA NA
"1419" "210 Hopkins RdWilliamsville, NY" "$195,000" -78.7400007 42.9843839
"1420" "34 Wainwright RdCheektowaga, NY" "$91,000" -78.791631 42.948203
"1421" "97 Starlite AveCheektowaga, NY" "$99,000" -78.7710309 42.887471
"1422" "55 Westbrook DrCheektowaga, NY" "$89,900" -78.781918 42.9335049
"1423" "58 Carmen RdAmherst, NY" "$142,900" -78.816751 42.974186
"1424" "18 Willow Ridge DrAmherst, NY" "$180,000" NA NA
"1425" "68 Collins AveWest Seneca, NY" "$139,900" -78.785847 42.856425
"1426" "1205 Youngs Rd #HAmherst, NY" "$176,500" -78.721587 42.995078
"1427" "110 N Seine DrCheektowaga, NY" "$133,000" -78.733649 42.872069
"1428" "1225 Campbell BlvdAmherst, NY" "$184,900" -78.765119 43.049548
"1429" "403 Beach RdCheektowaga, NY" "$89,900" -78.7619239 42.931933
"1430" "104 Eiseman AveKenmore NW, Kenmore, NY" "$68,888" NA NA
"1431" "179 Sundown TrlWilliamsville, NY" "$249,900" -78.7537823 42.9963607
"1432" "225 Macarthur DrWilliamsville, NY" "$257,777" NA NA
"1433" "36 Wickham DrWilliamsville, NY" "$249,900" -78.7462076 42.9855502
"1434" "44 Harwood DrAmherst, NY" "$154,900" -78.785916 42.953657
"1435" "96 Shannon DrLackawanna, NY" "$114,500" -78.805076 42.815785
"1436" "309 Cindy DrWilliamsville, NY" "$187,900" -78.7876319 42.9903649
"1437" "59 E Cavalier DrCheektowaga, NY" "$145,000" NA NA
"1438" "20 Longmeadow RdAmherst, NY" "$79,900" -78.8223987 42.9725371
"1439" "4694 Harlem RdAmherst, NY" "$169,900" -78.7843701 42.9698272
"1440" "3071 Sweet Home RdAmherst, NY" "$198,500" -78.799125 43.043694
"1441" "840 Robin RdAmherst, NY" "$188,000" NA NA
"1442" "88 Empress AveAmherst, NY" "$193,000" -78.80652 42.983415
"1443" "45 Roycroft BlvdAmherst, NY" "$339,000" -78.7799768 42.9610075
"1444" "93 Maynard DrAmherst, NY" "$192,900" -78.808689 42.964486
"1445" "200 Palmdale DrWilliamsville, NY" "$220,000" NA NA
"1446" "14 Keph Dr #3Amherst, NY" "$129,900" -78.805761 43.001948
"1447" "2 Keph Dr #3Amherst, NY" "$124,900" -78.805254 43.002487
"1448" "58 Farber LnWilliamsville, NY" "$159,900" NA NA
"1449" "84 Garland DrAmherst, NY" "$139,900" NA NA
"1450" "73 Strasbourg DrCheektowaga, NY" "$149,900" -78.73503 42.870707
"1451" "367 Wardman RdKenmore, Kenmore, NY" "$134,900" -78.855991 42.962693
"1452" "20 Lorry DrWest Seneca, NY" "$134,900" NA NA
"1453" "24 Starcrest DrCheektowaga, NY" "$62,813" -78.777225 42.929151
"1454" "65 Forest DrWest Seneca, NY" "$189,900" NA NA
"1455" "20 Ganna CtWest Seneca, NY" "$264,900" -78.721067 42.836999
"1456" "94 Chapel WoodsWilliamsville, NY" "$399,900" -78.722858 43.0048249
"1457" "1953 N Forest RdWilliamsville, NY" "$179,900" -78.767498 43.006848
"1458" "46 Louis AveWest Seneca, NY" "$164,900" NA NA
"1459" "58 Dutchmill DrWilliamsville, NY" "$294,000" -78.735376 43.019278
"1460" "58 Dutchman DrAmherst, NY" "$294,000" NA NA
"1461" "1054 Mineral Springs RdWest Seneca, NY" "$134,900" -78.777869 42.859743
"1462" "98 Marycrest LnWest Seneca, NY" "$169,999" -78.786367 42.818111
"1463" "98 Lyndale CtWest Seneca, NY" "$135,000" -78.779691 42.8427
"1464" "1170 Maple RdWilliamsville, NY" "$199,900" -78.74389 42.9914025
"1465" "260 Wimbledon CtWest Seneca, NY" "$123,000" -78.773135 42.84236
"1466" "55 Oakbrook Dr #CAmherst, NY" "$164,900" -78.735075 42.992438
"1467" "62 Garland DrAmherst, NY" "$158,600" -78.8051657 42.9674667
"1468" "40 Canterbury CtAmherst, NY" "$139,900" -78.8023157 42.9588353
"1469" "50 Calla WayCheektowaga, NY" "$119,900" NA NA
"1470" "636 Lebrun RdAmherst, NY" "$980,000" -78.798166 42.956297
"1471" "99 Pullman AveKenmore NW, Kenmore, NY" "$129,900" -78.882592 42.9732032
"1472" "430 Country PkwyWilliamsville, NY" "$209,900" -78.7140243 42.9898325
"1473" "101 Stillwell AveKenmore, Kenmore, NY" "$135,900" -78.864058 42.967763
"1474" "268 Donna Lea BlvdWilliamsville, NY" "$189,900" -78.7777829 42.9891518
"1475" "707 Mineral Springs RdWest Seneca, NY" "$139,900" NA NA
"1476" "4310 Fairfield DrWilliamsville, NY" "$174,900" -78.666994 42.964345
"1477" "41 Maynard DrAmherst, NY" "$189,900" NA NA
"1478" "56 Robin LnWest Seneca, NY" "$124,900" -78.7372696 42.8412107
"1479" "79 Pamela CtWest Seneca, NY" "$159,900" NA NA
"1480" "2797 Tonawanda Creek RdAmherst, NY" "$205,000" NA NA
"1481" "2 Keph Dr #4Amherst, NY" "$122,900" -78.805254 43.002487
"1482" "2 Vernon DrCheektowaga, NY" "$99,900" -78.773925 42.94644
"1483" "1090 New RdAmherst, NY" "$169,900" NA NA
"1484" "2 Keph Dr #4Amherst, NY" "$122,900" -78.805254 43.002487
"1485" "578 Roycroft BlvdCheektowaga, NY" "$130,000" -78.7792429 42.946187
"1486" "210 Hamilton DrAmherst, NY" "$159,000" -78.782566 42.952884
"1487" "1196 Harlem RdCheektowaga, NY" "$139,900" -78.7851092 42.8755363
"1488" "4220 Harlem RdAmherst, NY" "$179,000" -78.784304 42.958939
"1489" "98 Sable Palm DrCheektowaga, NY" "$109,900" NA NA
"1490" "36 Parkwood AveKenmore, Kenmore, NY" "$147,500" -78.868238 42.960323
"1491" "24 Eaton StLackawanna, NY" "$82,616" -78.841378 42.825359
"1492" "85 E Toulon DrCheektowaga, NY" "$179,650" NA NA
"1493" "2769 S Park AveLackawanna, NY" "$130,000" -78.824391 42.824655
"1494" "187 Edison StLackawanna, NY" "$88,000" -78.798999 42.808798
"1495" "15 Adrian AveLackawanna, NY" "$64,950" NA NA
"1496" "4607 Chestnut Ridge Rd #LAmherst, NY" "$92,000" NA NA
"1497" "79 Mayberry Dr WCheektowaga, NY" "$120,000" NA NA
"1498" "358 S Cayuga RdAmherst, NY" "$372,000" NA NA
"1499" "75 Lisa Ann LnWest Seneca, NY" "$327,500" -78.737739 42.823239
"1500" "960 Mineral Springs RdWest Seneca, NY" "$143,493" -78.7811204 42.8622328
"1501" "300 Springville AveAmherst, NY" "$94,900" -78.8159196 42.9670303
"1502" "54 Sargent DrAmherst, NY" "$284,900" -78.773391 42.964454
"1503" "36 Mayfield DrWest Seneca, NY" "$179,900" -78.747167 42.863067
"1504" "28 Gardenville On The GrnWest Seneca, NY" "$169,900" -78.7564495 42.8569366
"1505" "7 Jamaica LnCheektowaga, NY" "$129,900" -78.749667 42.91193
"1506" "60 Rushford Hollow DrCheektowaga, NY" "$205,000" NA NA
"1507" "51 Crestwood LnWilliamsville, NY" "$399,000" NA NA
"1508" "7 Cathedral CtWest Seneca, NY" "$204,900" NA NA
"1509" "132 Ivanhoe RdCheektowaga, NY" "$48,188" -78.797991 42.926471
"1510" "19 Timberlane DrWilliamsville, NY" "$707,552" -78.75057 43.012647
"1511" "211 Bentham Pkwy EAmherst, NY" "$209,900" -78.771208 42.958218
"1512" "241 Boncroft DrWest Seneca, NY" "$116,000" -78.760865 42.83884
"1513" "75 Basswood DrCheektowaga, NY" "$137,862" NA NA
"1514" "105 Keever AveLackawanna, NY" "$67,371" -78.826841 42.80969
"1515" "244 Wagner AveSloan, NY" "$68,941" NA NA
"1516" "18 Pinelake DrWilliamsville, NY" "$383,239" NA NA
"1517" "24 Kenwood RdKenmore, Kenmore, NY" "$188,582" -78.869794 42.968668
"1518" "41 Heather RdCheektowaga, NY" "$128,260" -78.769581 42.937609
"1519" "890 Klein RdWilliamsville, NY" "$228,000" -78.70672 43.000125
"1520" "341 Saratoga RdAmherst, NY" "$189,900" -78.785181 42.95277
"1521" "49 Four Winds WayAmherst, NY" "$1,199,000" -78.7941189 42.9667575
"1522" "96 Neubauer CtWest Seneca, NY" "$110,079" -78.783214 42.81469
"1523" "262 Willow Ridge DrAmherst, NY" "$179,900" -78.812419 43.012232
"1524" "1064 Harlem RdCheektowaga, NY" "$150,000" -78.7870697 42.8726753
"1525" "43 Princeton BlvdKenmore NE, Kenmore, NY" "$149,900" -78.869717 42.973846
"1526" "2941 William StCheektowaga, NY" "$1,500,000" NA NA
"1527" "390 Getzville RdAmherst, NY" "Contact For Estimate" -78.7921811 42.9743352
"1528" "569 French RdCheektowaga, NY" "$144,900" NA NA
"1529" "81 Jenny LnCheektowaga, NY" "$71,995" -78.7077008 42.9328651
"1530" "317 Forest DrWest Seneca, NY" "$239,900" -78.7448 42.8607159
"1531" "125 Cunard AveCheektowaga, NY" "$74,113" -78.761561 42.928965
"1532" "121 Woodbury DrAmherst, NY" "$263,900" -78.792828 42.970506
"1533" "794 French RdCheektowaga, NY" "$1,900,000" -78.7248928 42.8682178
"1534" "198 Hendricks BlvdAmherst, NY" "$269,900" NA NA
"1535" "61 Penny LnTriangle, Amherst, NY" "$464,900" NA NA
"1536" "8300 Greiner RdWilliamsville, NY" "$699,900" -78.685299 42.990175
"1537" "24 Old Orchard StAmherst, NY" "$319,500" -78.7600847 42.9983808
"1538" "55 Foisset AveCheektowaga, NY" "$180,000" -78.7638183 42.9414263
"1539" "13 Doster PlWest Seneca, NY" "$140,000" -78.755473 42.852206
"1540" "25 Fernald AveLackawanna, NY" "$120,194" -78.80237 42.824987
"1541" "8146 Golden Oak CirWilliamsville, NY" "$549,900" -78.688864 42.994306
"1542" "2160 N Forest RdAmherst, NY" "$109,900" -78.769426 43.006433
"1543" "2 Astor Ridge Dr #BAmherst, NY" "$194,000" -78.808462 43.002711
"1544" "115 Tennyson TerWilliamsville, NY" "$200,000" NA NA
"1545" "18 Lorraine LnCheektowaga, NY" "$168,219" -78.775271 42.917995
"1546" "136 Basswood DrCheektowaga, NY" "$84,900" -78.717798 42.875393
"1547" "28 White RdCheektowaga, NY" "$118,000" NA NA
"1548" "282 Burroughs DrAmherst, NY" "$199,900" -78.778892 42.969636
"1549" "67 Iris AveWest Seneca, NY" "$108,217" -78.76718 42.8332679
"1550" "91 Pine Ct NWest Seneca, NY" "$199,900" -78.701764 42.850386
"1551" "146 Thorndale AveWest Seneca, NY" "$148,900" -78.784944 42.845701
"1552" "30 Mayberry Dr WCheektowaga, NY" "$97,500" -78.740611 42.869445
"1553" "205 Towers BlvdCheektowaga, NY" "$223,843" NA NA
"1554" "243 Chamberlin DrWest Seneca, NY" "$129,900" -78.794961 42.852672
"1555" "15 Starwood DrCheektowaga, NY" "Contact For Estimate" -78.7106079 42.875138
"1556" "420 3rd AveWilliamsville, NY" "$146,282" NA NA
"1557" "173 Kinsey AveKenmore, Kenmore, NY" "$120,161" -78.877229 42.967881
"1558" "226 Temple DrCheektowaga, NY" "$145,000" -78.726403 42.924736
"1559" "4705 Union RdCheektowaga, NY" "$95,000" NA NA
"1560" "154 Garry DrWest Seneca, NY" "$149,900" NA NA
"1561" "232 Sunrise BlvdWilliamsville, NY" "$199,900" NA NA
"1562" "69 Shamokin DrLackawanna, NY" "$132,500" -78.808578 42.817369
"1563" "53 Sugnet RdCheektowaga, NY" "$152,500" NA NA
"1564" "27 Rolling Woods LnWest Seneca, NY" "$319,900" -78.749968 42.818678
"1565" "257 Clearfield DrWilliamsville, NY" "$199,900" -78.7439649 42.9985477
"1566" "333 N French RdAmherst, NY" "$549,900" -78.811503 43.033444
"1567" "3667 Genesee StCheektowaga, NY" "$359,000" -78.749691 42.927723
"1568" "205 Maryknoll DrLackawanna, NY" "$110,000" -78.8120222 42.8177442
"1569" "114 Burch AveWest Seneca, NY" "$92,335" NA NA
"1570" "81 Heritage Rd WWilliamsville, NY" "$285,000" NA NA
"1571" "4 Roswell RdKensington, Cheektowaga, NY" "$81,553" NA NA
"1572" "3201 Tonawanda Creek RdAmherst, NY" "$299,900" -78.736299 43.074682
"1573" "770 Highland AveTonawanda, NY" "$126,393" NA NA
"1574" "201 Orchard PlCheektowaga, NY" "$118,924" -78.7470329 42.9233967
"1575" "338 Washington AveKenmore, Kenmore, NY" "$124,900" -78.883494 42.966301
"1576" "135 Wayne AveAmherst, NY" "$164,900" -78.818312 43.0299369
"1577" "285 Ridgewood DrAmherst, NY" "$179,500" -78.7688618 42.9512069
"1578" "200 Cloverside DrWest Seneca, NY" "$173,900" NA NA
"1579" "77 E Summerset LnAmherst, NY" "$195,000" -78.8198689 43.0435187
"1580" "661 Mill StWilliamsville, NY" "$279,900" NA NA
"1581" "305 N Rockingham WayAmherst, NY" "$525,000" NA NA
"1582" "25 John Alex DrWest Seneca, NY" "$339,000" NA NA
"1583" "263 Brantwood RdAmherst, NY" "$369,000" -78.793819 42.9566919
"1584" "49 Sandra DrCheektowaga, NY" "$124,900" -78.7468054 42.9321581
"1585" "18 Sandra DrLackawanna, NY" "$129,900" -78.806993 42.813929
"1586" "290 Berryman DrAmherst, NY" "$289,900" -78.79178 42.955858
"1587" "12 The AveCheektowaga, NY" "$189,777" -78.778144 42.912746
"1588" "614 Dorrance AveWest Seneca, NY" "$119,900" -78.800122 42.83225
"1589" "1940 Ridge RdWest Seneca, NY" "$200,000" -78.7801713 42.8295175
"1590" "23 Glenfield DrWest Seneca, NY" "$234,900" -78.7471599 42.863339
"1591" "5 Winfield DrWest Seneca, NY" "$214,900" -78.7480439 42.863176
"1592" "4100 Gentwood DrAmherst, NY" "$389,000" NA NA
"1593" "13 Keph Dr #4Amherst, NY" "$159,900" NA NA
"1594" "3 Hillside DrWilliamsville, NY" "$165,000" -78.752527 42.963982
"1595" "183 Gardenvale DrCheektowaga, NY" "$109,900" -78.773906 42.939045
"1596" "141 Klas AveWest Seneca, NY" "$129,900" NA NA
"1597" "13 Keph Dr #4Amherst, NY" "$159,900" -78.805972 43.001613
"1598" "4578 E Overlook DrWilliamsville, NY" "$259,900" -78.663467 42.972475
"1599" "5 W Cavalier DrCheektowaga, NY" "$149,900" -78.735482 42.867767
"1600" "304 Hedstrom DrAmherst, NY" "$184,500" -78.7948755 42.9725912
"1601" "56 Caldwell DrWest Seneca, NY" "$289,900" -78.7788436 42.8142986
"1602" "76 Round Trail RdWest Seneca, NY" "$199,900" -78.771332 42.807071
"1603" "239 Halstead AveSloan, NY" "$82,770" -78.793646 42.89707
"1604" "98 Alaska StCheektowaga, NY" "$129,900" NA NA
"1605" "188 Franklin StLackawanna, NY" "$129,000" -78.8293945 42.8205414
"1606" "38 Cove HolwWest Seneca, NY" "$379,000" NA NA
"1607" "640 Borden RdCheektowaga, NY" "$189,900" NA NA
"1608" "159 Mona DrAmherst, NY" "$169,000" NA NA
"1609" "54 Cree Ton DrAmherst, NY" "$194,900" -78.815045 43.048256
"1610" "41 Vern LnCheektowaga, NY" "$159,900" -78.764708 42.887986
"1611" "103 Caldwell DrWest Seneca, NY" "$279,900" NA NA
"1612" "51 Mang AveKenmore, Kenmore, NY" "$159,900" NA NA
"1613" "133 Losson RdCheektowaga, NY" "$197,000" -78.747698 42.881761
"1614" "311 Getzville RdAmherst, NY" "$215,000" -78.7909335 42.9727485
"1615" "37 Rushford Hollow DrCheektowaga, NY" "$178,000" -78.747831 42.88415
"1616" "89 Woodward DrWest Seneca, NY" "$195,000" -78.749708 42.824246
"1617" "105 Lord Byron LnWilliamsville, NY" "$379,900" NA NA
"1618" "65 Ivyhurst RdAmherst, NY" "$274,900" -78.7991939 42.9663469
"1619" "54 Tamark CtCheektowaga, NY" "$175,000" -78.77024 42.886306
"1620" "65 Ivyhurst RdAmherst, NY" "$274,900" -78.7991939 42.9663469
"1621" "54 Tamark CtCheektowaga, NY" "$175,000" NA NA
"1622" "24 Michelle DrLackawanna, NY" "$149,900" -78.813155 42.815266
"1623" "5080 Ledge LnWilliamsville, NY" "$289,900" -78.6894783 42.9846808
"1624" "3905 S Park AveBlasdell, NY" "$109,000" -78.8241989 42.791129
"1625" "234 Doncaster RdDeerhurst Park, Kenmore, NY" "$439,999" -78.8594437 42.9700187
"1626" "124 Euclid AveKenmore, Kenmore, NY" "$174,999" NA NA
"1627" "124 Nancycrest LnWest Seneca, NY" "$171,900" NA NA
"1628" "121 Rockdale DrAmherst, NY" "$229,000" -78.811323 43.0178926
"1629" "7 Mayfield CtWest Seneca, NY" "$235,900" -78.745491 42.862625
"1630" "125 Shepard AveKenmore, Kenmore, NY" "$109,000" -78.875503 42.969411
"1631" "1257 Mineral Springs RdWest Seneca, NY" "$159,900" -78.773343 42.855325
"1632" "24 S Rossler AveCheektowaga, NY" "$110,000" NA NA
"1633" "172 Halwill DrAmherst, NY" "$239,900" NA NA
"1634" "413 Mount Vernon RdAmherst, NY" "$194,900" -78.7876302 42.9522003
"1635" "25 Eagles TrceAmherst, NY" "$279,900" NA NA
"1636" "78 Keswick RdAmherst, NY" "$419,900" -78.795145 42.963214
"1637" "120 Nadine DrCheektowaga, NY" "$144,900" -78.7438899 42.91978
"1638" "398 Darwin DrAmherst, NY" "$209,900" -78.778335 42.950724
"1639" "137 Diane DrCheektowaga, NY" "$134,900" -78.730336 42.923568
"1640" "171 Oakridge AveKenmore, NY" "$164,899" -78.8794329 42.9857204
"1641" "100 Heritage Rd EWilliamsville, NY" "$265,000" -78.7468187 42.9990333
"1642" "150 Old Orchard StAmherst, NY" "$340,000" NA NA
"1643" "294 Allendale RdWest Seneca, NY" "$159,900" -78.755347 42.81586
"1644" "3565 Wabash AveBlasdell, NY" "$139,900" -78.824574 42.788008
"1645" "334 Country PkwyWilliamsville, NY" "$194,900" NA NA
"1646" "880 Edgewater DrAmherst, NY" "$169,900" -78.80897 43.0107519
"1647" "35 Spicebush LnWilliamsville, NY" "$254,900" -78.736085 43.00792
"1648" "306 Atlantic AveSloan, NY" "$109,900" -78.798014 42.896505
"1649" "1403 Cleveland DrCheektowaga, NY" "$134,900" -78.748464 42.942322
"1650" "721 Mount Vernon RdCheektowaga, NY" "$210,000" NA NA
"1651" "26 Ambrose CtAmherst, NY" "$530,000" -78.762516 43.042147
"1652" "65 Joliet LnAmherst, NY" "$469,900" NA NA
"1653" "164 Jackson AveSloan, NY" "$114,900" -78.786626 42.8993139
"1654" "90 Round Trail RdWest Seneca, NY" "$239,900" NA NA
"1655" "222 Sprucewood TerWilliamsville, NY" "$338,400" -78.707843 42.982121
"1656" "34 Sunrise TerWest Seneca, NY" "$215,000" -78.708474 42.8174
"1657" "11 Sanctuary CtAmherst, NY" "$199,900" -78.70537 42.989985
"1658" "21 Vista CtWest Seneca, NY" "$354,900" -78.770231 42.820142
"1659" "50 Vista CtWest Seneca, NY" "$309,900" NA NA
"1660" "10 Clearview DrWest Seneca, NY" "$354,900" NA NA
"1661" "65 Shannon DrLackawanna, NY" "$149,900" -78.8062 42.81525
"1662" "24 Della DrLackawanna, NY" "$124,900" NA NA
"1663" "81 E Melcourt DrCheektowaga, NY" "$139,900" -78.766994 42.920222
"1664" "14 Sunrise DrBlasdell, NY" "$138,000" NA NA
"1665" "8 Cathedral CtWest Seneca, NY" "$192,500" -78.746278 42.84117
"1666" "7 Forrester CtAmherst, NY" "$439,888" -78.7661849 43.0407525
"1667" "99 Chateau TerAmherst, NY" "$220,000" NA NA
"1668" "25 Foisset AveCheektowaga, NY" "$129,900" -78.7637541 42.9405659
"1669" "27 Vista CtWest Seneca, NY" "$364,900" -78.6926411 42.9909213
