ID,name,price,lon,lat
277,"100 Doll Pkwy Eastside, Syracuse, NY",106095 ,-76.0887711 ,43.0460933 
278,"127 Terrace Dr Syracuse, NY",92639 ,-76.2415075 ,43.0392037 
279,"164 Everingham Rd Nedrow, Syracuse, NY",86000 ,-76.1459069 ,42.9826140 
280,"103 Beverly Dr Syracuse, NY",92363 ,-76.2459013 ,43.0434357 
281,"322 W Ostrander Ave Southside, Syracuse, NY",37900 ,-76.1490063 ,43.0140801 
282,"4728 Setting Sun Ter Syracuse, NY",324900 ,-76.1910509 ,42.9923431 
283,"209 Fay Rd Syracuse, NY",129900 ,-76.1986948 ,43.0456272 
284,"116 Cody Ave Westside, Syracuse, NY",124000 ,-76.1886858 ,43.0460160 
285,"306 Kenwood Ave Northside, Syracuse, NY",73900 ,-76.1520899 ,43.0803267 
286,"101 Danbury Dr Syracuse, NY",134900 ,-76.2507390 ,43.0442840 
287,"217 Wynnfield Dr Syracuse, NY",135000 ,-76.2294480 ,43.0361040 
288,"134 Delong Ave #38 Northside, Syracuse, NY",34900 ,-76.1486420 ,43.0717260 
289,"3730 Warners Rd Syracuse, NY",69900 ,-76.2579600 ,43.0556441 
290," Cornish Heights Pkwy #Lot 68 Syracuse, NY",389000 ,-76.1725333 ,42.9978351 
291,"159 Weymouth Rd Valley, Syracuse, NY",60722 ,-76.1410164 ,42.9963460 
292,"600 W Ostrander Ave #A Southside, Syracuse, NY",6900 ,-76.1533513 ,43.0139320 
293,"706 Boulevard St Syracuse, NY",99000 ,-76.1385200 ,43.0943110 
294,"2406 Brewerton Rd Syracuse, NY",14900 ,-76.1449780 ,43.1007150 
295,"306 Boyden St Northside, Syracuse, NY",70000 ,-76.1242871 ,43.0606953 
296,"108 W Jefferson St #705 Downtown, Syracuse, NY",172500 ,-76.1529342 ,43.0473157 
297,"207 N Townsend St Northside, Syracuse, NY",375000 ,-76.1458372 ,43.0527454 
298,"300 Hillsboro Pkwy Eastside, Syracuse, NY",164900 ,-76.0919158 ,43.0402095 
299,"133 Walton St #126 Downtown, Syracuse, NY",224500 ,-76.1543281 ,43.0479338 
300,"5001 Phaeton Ln Syracuse, NY",219900 ,-76.2716823 ,43.0108905 
301,"1104 Butternut St #6 Northside, Syracuse, NY",189900 ,-76.1430436 ,43.0653175 
302,"526 Plum St #106 Lakefront, Syracuse, NY",292500 ,-76.1580582 ,43.0560269 
303,"312 Woodbine Ave Eastwood, Syracuse, NY",99900 ,-76.1098775 ,43.0634279 
304,"123 Flint Path Syracuse, NY",169900 ,-76.2504393 ,43.0353728 
305,"745 N Alvord St Northside, Syracuse, NY",39900 ,-76.1550359 ,43.0655769 
