ID,name,price,lon,lat
354,"3 1/2 Downs Ave Binghamton, NY",135900 ,-75.9403800 ,42.1142666 
355,"107 Schubert St Binghamton, NY",82700 ,-75.9404531 ,42.1048495 
356,"124 Broad Ave Binghamton, NY",265000 ,-75.8891819 ,42.1144332 
357,"4 White St Binghamton, NY",95000 ,-75.8726717 ,42.1794524 
358,"21 Rexford St Binghamton, NY",38000 ,-75.9176370 ,42.0729470 
359,"13 Floral Ave #5 Binghamton, NY",99500 ,-75.9454786 ,42.1104282 
360,"146 Matthews St Binghamton, NY",90000 ,-75.9428823 ,42.1048634 
361,"116 Mill St Binghamton, NY",154900 ,-75.9037636 ,42.0841992 
362,"929 Castle Creek Rd Binghamton, NY",179900 ,-75.9152790 ,42.2167440 
363,"12 Avon Rd Binghamton, NY",695000 ,-75.9309400 ,42.0897177 
364,"4 Oak St #1 Binghamton, NY",145000 ,-71.4294902 ,42.1049803 
365,"15 Seymour St Binghamton, NY",65000 ,-75.9313330 ,42.1127070 
366,"14 Grand Blvd Binghamton, NY",160000 ,-75.9365311 ,42.1051056 
367,"49 Kneeland Ave Binghamton, NY",110000 ,-75.9374848 ,42.0962424 
368,"56 Schubert St Binghamton, NY",134500 ,-75.9370137 ,42.1033461 
369,"29 Virginia Ave Binghamton, NY",255000 ,-75.9278671 ,42.0898937 
370,"1425 Mill Rd Binghamton, NY",445000 ,-75.8880060 ,42.0707760 
371,"7 Utica Ave Binghamton, NY",179000 ,-75.8885434 ,42.1463598 
372,"214 Leroy St Binghamton, NY",183000 ,-75.9427570 ,42.0971040 
373,"1463 & 64 Old State Rd Binghamton, NY",325000 ,-95.8457460 ,29.7342726 
374,"8 Stone St Binghamton, NY",46500 ,-75.9127080 ,42.0877386 
375,"14 Carhart Ave Binghamton, NY",99900 ,-75.9474831 ,42.1105466 
376,"2 Newton Ave Binghamton, NY",119000 ,-75.9092776 ,42.0880338 
